Department,Tech Group,Sub-Category_x,Priority,Description,assistant (For Getlogs only),Category,Sub-Category_y
HR,Compensation & Benefits,TaaS | Performance Evaluation Review,P2 - Compensation & Benefits,Tickets related to performance evaluation reviews for employees.,,Talent as a Service,TaaS | Performance Evaluation Review
HR,Compensation & Benefits,TaaS | Offboarding Inquiry,P2 - Compensation & Benefits,Tickets for handling inquiries related to employee offboarding processes.,,Talent as a Service,TaaS | Offboarding Inquiry
HR,Compensation & Benefits,Taas | Disciplinary Management,P2 - Compensation & Benefits,Tickets related to managing disciplinary actions or processes for employees.,,Talent as a Service,Taas | Disciplinary Management
HR,Compensation & Benefits,TaaS | Sprout - Change in Personal Information,P2 - Compensation & Benefits,Tickets related to requests for changes in personal information in the Sprout system.,,Talent as a Service,TaaS | Sprout - Change in Personal Information
HR,Compensation & Benefits,TaaS | Sprout - Creation/Deactivation Request,P2 - Compensation & Benefits,Tickets for requesting the creation or deactivation of accounts in the Sprout system.,,Talent as a Service,TaaS | Sprout - Creation/Deactivation Request
HR,Compensation & Benefits,TaaS | Sprout - Sprout Payroll Unlock/ Reset Request,P2 - Compensation & Benefits,Tickets for requesting account unlock or password reset in the Sprout Payroll system.,,Talent as a Service,TaaS | Sprout - Sprout Unlock/ Reset Request
HR,Compensation & Benefits,TaaS | Dispute Inquiry,P2 - Compensation & Benefits,Tickets for inquiries or disputes related to various aspects of talent management and payroll.,,Talent as a Service,TaaS | Dispute Inquiery
HR,Compensation & Benefits,TaaS | General Inquiry,P2 - Compensation & Benefits,Tickets for general inquiries related to talent management processes and payroll.,,Talent as a Service,TaaS | General Inquiry
HR,Compensation & Benefits,TaaS | Medical Emergencies,P2 - Compensation & Benefits,Tickets for handling medical emergencies or related inquiries.,,Talent as a Service,TaaS | Medical Emergencies
HR,Compensation & Benefits,TaaS | HMO Requests,P2 - Compensation & Benefits,Tickets for processing requests related to Health Maintenance Organization (HMO) benefits.,,Talent as a Service,TaaS | HMO Requests
HR,Compensation & Benefits,TaaS | Government Mandated Benefits (SSS PHIC and HDMF) Inquiry,P2 - Compensation & Benefits,"Tickets for inquiries related to government-mandated benefits such as Social Security System (SSS), Philippine Health Insurance Corporation (PhilHealth), and Home Development Mutual Fund (HDMF/Pag-IBIG).",,Talent as a Service,TaaS | Government Mandated Benefits (SSS PHIC and HDMF) Inquiry
HR,Compensation & Benefits,TaaS | Canvassing/Price Quotation,P2 - Compensation & Benefits,Tickets for conducting canvassing activities or providing price quotations for services or products.,,Talent as a Service,TaaS | Canvassing/Price Quotation
HR,Compensation & Benefits,TaaS | Delivery Confirmation,P2 - Compensation & Benefits,Tickets for confirming the delivery of goods or services.,,Talent as a Service,TaaS | Delivery Confirmation
HR,Compensation & Benefits,TaaS | Other Inquiries and Requests,P2 - Compensation & Benefits,Tickets for handling inquiries or requests not covered by other specific categories.,,Talent as a Service,TaaS | Other Inquiries and Requests
HR,Compensation & Benefits,TaaS | Purchase Order Processing,P2 - Compensation & Benefits,Tickets for processing purchase orders for goods or services.,,Talent as a Service,TaaS | Purchase Order Processing
HR,Compensation & Benefits,TaaS | Account Review/Reconciliatation,P2 - Compensation & Benefits,Tickets for reviewing or reconciling accounts related to talent management processes.,,Talent as a Service,TaaS | Account Review/Reconciliatation
HR,Compensation & Benefits,TaaS | Billing Dispute,P2 - Compensation & Benefits,Tickets for disputing billing-related issues.,,Talent as a Service,TaaS | Billing Dispute
HR,Compensation & Benefits,TaaS | For desktops laptops monitors headsets webcams keyboards mouse etc.,P2 - Compensation & Benefits,"Tickets for inquiries or requests related to the procurement or maintenance of desktops, laptops, peripherals, and accessories.",,Talent as a Service,TaaS | For desktops laptops monitors headsets webcams keyboards mouse etc.
HR,Compensation & Benefits,TaaS | Refund / Deposit Request,P2 - Compensation & Benefits,Tickets for processing requests for refunds or deposit refunds.,,Talent as a Service,TaaS | Refund / Deposit Request
HR,Compensation & Benefits,TaaS | Visa Processing Inquiry,P2 - Compensation & Benefits,Tickets for inquiries related to visa processing for employees.,,Talent as a Service,TaaS | Visa Processing Inquiry
HR,Compensation & Benefits,TaaS | General Legal and Compliance Inquiries,P2 - Compensation & Benefits,Tickets for inquiries related to legal and compliance matters in talent management.,,Talent as a Service,TaaS | General Legal and Compliance Inquiries
HR,Compensation & Benefits,TaaS | Desktop Rental Quotation and Order Form,P2 - Compensation & Benefits,Tickets for providing quotations and processing orders for desktop rentals.,,Talent as a Service,TaaS | Desktop Rental Quotation and Order Form
HR,Compensation & Benefits,TaaS | Laptop Rental Quotation and Order Form,P2 - Compensation & Benefits,Tickets for providing quotations and processing orders for laptop rentals.,,Talent as a Service,TaaS | Laptop Rental Quotation and Order Form
Customer Success,Customer Success,Power Outage,P2 - Admin,Reporting and addressing power outages within the premises.,,CS Odoo,Power Outage
Customer Success,Customer Success,Power Outage,P2 - Admin,Reporting and addressing power outages within the premises.,,CS Emergency,Power Outage
Customer Success,Customer Success,Security Breach/ Theft,P2 - Admin,Reporting incidents of security breaches or theft.,,CS Odoo,Security Breach/ Theft
Customer Success,Customer Success,Security Breach/ Theft,P2 - Admin,Reporting incidents of security breaches or theft.,,CS Emergency,Security Breach/ Theft
Customer Success,Customer Success,AC Concerns,P2 - Admin,Addressing concerns related to air conditioning systems.,,CS Odoo,AC Concerns
Customer Success,Customer Success,AC Concerns,P2 - Admin,Addressing concerns related to air conditioning systems.,,CS Emergency,AC Concerns
Customer Success,Customer Success,Work Permit,P2 - Admin,Processing requests for work permits.,,CS Work Permit,Work Permit
Customer Success,Customer Success,Work Permit,P2 - Admin,Processing requests for work permits.,,CS Odoo,Work Permit
Customer Success,Customer Success,Move Out Request,P2 - Admin,Requests for moving out of the premises.,,CS Odoo,Move Out Request
Customer Success,Customer Success,Move Out Request,P2 - Admin,Requests for moving out of the premises.,,CS Movement,Move Out Request
Customer Success,Customer Success,Move In Request,P2 - Admin,Requests for moving into the premises.,,CS Odoo,Move In Request
Customer Success,Customer Success,Move In Request,P2 - Admin,Requests for moving into the premises.,,CS Movement,Move In Request
Customer Success,Customer Success,Furniture Move,P2 - Admin,Requests for moving furniture within the premises.,,CS Odoo,Furniture Move
Customer Success,Customer Success,Furniture Move,P2 - Admin,Requests for moving furniture within the premises.,,CS Movement,Furniture Move
Customer Success,Customer Success,Office Set-up,P2 - Admin,Requests for setting up office spaces.,,CS Odoo,Office Set-up
Customer Success,Customer Success,Office Set-up,P2 - Admin,Requests for setting up office spaces.,,CS Movement,Office Set-up
Customer Success,Customer Success,Supplies Request,P2 - Admin,Requests for office supplies.,,CS Support,Supplies Request
Customer Success,Customer Success,Supplies Request,P2 - Admin,Requests for office supplies.,,CS Odoo,Supplies Request
Customer Success,Customer Success,Supplies Request,P2 - Admin,Requests for office supplies.,,CS Admin Support,Supplies Request
Customer Success,Customer Success,Photo / Video Request,P2 - Admin,Requests for photography or videography services.,,CS Support,Photo / Video Request
Customer Success,Customer Success,Photo / Video Request,P2 - Admin,Requests for photography or videography services.,,CS Odoo,Photo / Video Request
Customer Success,Customer Success,Client Viewing Request,P2 - Admin,Requests for scheduling client visits or tours.,,CS Support,Client Viewing Request
Customer Success,Customer Success,Client Viewing Request,P2 - Admin,Requests for scheduling client visits or tours.,,CS Odoo,Client Viewing Request
Customer Success,Customer Success,Printing/Scan request,P2 - Admin,Requests for printing or scanning documents.,,CS Support,Printing/Scan request
Customer Success,Customer Success,Printing/Scan request,P2 - Admin,Requests for printing or scanning documents.,,CS Odoo,Printing/Scan request
Customer Success,Customer Success,Printing/Scan request,P2 - Admin,Requests for printing or scanning documents.,,CS Admin Support,Printing/Scan request
Customer Success,Customer Success,Storage Request,P2 - Admin,Requests for storage space or services.,,CS Support,Storage Request
Customer Success,Customer Success,Storage Request,P2 - Admin,Requests for storage space or services.,,CS Odoo,Storage Request
Customer Success,Customer Success,Storage Request,P2 - Admin,Requests for storage space or services.,,CS Admin Support,Storage Request
Customer Success,Customer Success,Cleaning request,P2 - Admin,Requests for cleaning services within the premises.,,CS Support,Cleaning request
Customer Success,Customer Success,Cleaning request,P2 - Admin,Requests for cleaning services within the premises.,,CS Odoo,Cleaning request
Customer Success,Customer Success,Cleaning request,P2 - Admin,Requests for cleaning services within the premises.,,CS Admin Support,Cleaning request
Customer Success,Customer Success,Parking / Car pass Requests,P2 - Admin,Requests for parking permits or car passes.,,CS Support,Parking / Car pass Requests
Customer Success,Customer Success,Parking / Car pass Requests,P2 - Admin,Requests for parking permits or car passes.,,CS Odoo,Parking / Car pass Requests
Customer Success,Customer Success,Parking / Car pass Requests,P2 - Admin,Requests for parking permits or car passes.,,CS Admin Support,Parking / Car pass Requests
Customer Success,Customer Success,Planned activities,P2 - Admin,Coordination of planned activities or events.,,CS Support,Planned activities
Customer Success,Customer Success,Planned activities,P2 - Admin,Coordination of planned activities or events.,,CS Odoo,Planned activities
Customer Success,Customer Success,Planned activities,P2 - Admin,Coordination of planned activities or events.,,CS Admin Support,Planned activities
Customer Success,Customer Success,Medical Emergency,P2 - Admin,Handling medical emergencies within the premises.,,CS Odoo,Medical Emergency
Customer Success,Customer Success,Medical Emergency,P2 - Admin,Handling medical emergencies within the premises.,,CS Medical,Medical Emergency
Customer Success,Customer Success,Medical Certificate Validation,P2 - Admin,Validating medical certificates.,,CS Odoo,Medical Certificate Validation
